_DROP_ ; _LTST_ ; SOL ; YYYY-MM-DDTHH:MM:SS.sss ; RATIO
-0.753 ; 10.752 ; 387 ; 2019-363T07:08:52.435Z ; 1.000
-0.753 ; 12.219 ; 197 ; 2019-168T03:56:45.535Z ; 1.000
-0.753 ; 14.006 ; 356 ; 2019-331T14:06:43.342Z ; 1.000
-0.752 ; 10.935 ; 081 ; 2019-048T22:43:21.925Z ; 1.000
-0.752 ; 11.775 ; 361 ; 2019-336T15:06:28.040Z ; 1.000
-0.752 ; 12.446 ; 184 ; 2019-154T19:40:47.931Z ; 1.000
-0.751 ;  9.888 ; 377 ; 2019-352T23:41:15.441Z ; 0.999
-0.751 ; 11.697 ; 362 ; 2019-337T15:41:06.604Z ; 1.000
-0.751 ; 11.984 ; 259 ; 2019-231T20:18:05.441Z ; 1.000
-0.750 ;  9.902 ; 306 ; 2019-280T01:01:24.005Z ; 1.000
-0.750 ; 13.059 ; 024 ; 2018-355T11:15:34.464Z ; 1.000
-0.750 ; 15.615 ; 233 ; 2019-205T06:59:28.284Z ; 1.000
-0.749 ; 13.556 ; 347 ; 2019-322T07:43:59.302Z ; 1.000
-0.748 ; 11.316 ; 079 ; 2019-046T21:48:01.712Z ; 1.000
-0.747 ; 14.335 ; 345 ; 2019-320T07:13:05.365Z ; 0.954
-0.747 ; 14.415 ; 347 ; 2019-322T08:36:55.433Z ; 1.000
-0.745 ; 12.739 ; 123 ; 2019-092T04:06:27.607Z ; 1.000
-0.744 ; 12.431 ; 372 ; 2019-347T23:00:48.372Z ; 1.000
-0.743 ; 11.808 ; 264 ; 2019-236T23:24:03.208Z ; 1.000
-0.743 ; 13.316 ; 314 ; 2019-288T09:47:21.639Z ; 1.000
-0.743 ; 13.606 ; 223 ; 2019-194T22:22:48.771Z ; 1.000
-0.742 ; 10.736 ; 127 ; 2019-096T04:39:59.600Z ; 1.000
-0.742 ; 12.321 ; 295 ; 2019-268T20:16:50.720Z ; 1.000
-0.742 ; 13.088 ; 378 ; 2019-354T03:37:54.833Z ; 1.000
-0.742 ; 14.813 ; 371 ; 2019-347T00:48:13.197Z ; 0.979
-0.741 ; 10.252 ; 261 ; 2019-233T19:50:06.215Z ; 0.999
-0.741 ; 11.643 ; 295 ; 2019-268T19:35:03.088Z ; 1.000
-0.741 ; 13.861 ; 257 ; 2019-229T20:55:05.525Z ; 1.000
-0.739 ;  9.579 ; 126 ; 2019-095T02:49:24.759Z ; 1.000
-0.739 ; 10.122 ; 376 ; 2019-351T23:16:14.600Z ; 1.000
-0.739 ; 12.906 ; 317 ; 2019-291T11:20:23.101Z ; 0.999
-0.738 ; 10.683 ; 183 ; 2019-153T17:12:55.999Z ; 1.000
-0.738 ; 11.047 ; 301 ; 2019-274T22:54:51.873Z ; 1.000
-0.738 ; 11.276 ; 311 ; 2019-285T05:43:15.312Z ; 1.000
-0.738 ; 13.479 ; 297 ; 2019-270T22:47:03.935Z ; 1.000
-0.737 ; 11.970 ; 338 ; 2019-313T00:11:08.820Z ; 1.000
-0.737 ; 12.057 ; 024 ; 2018-355T10:13:44.552Z ; 1.000
-0.737 ; 13.236 ; 391 ; 2020-002T12:19:42.159Z ; 1.000
-0.736 ; 11.044 ; 100 ; 2019-068T11:18:16.296Z ; 1.000
-0.736 ; 11.493 ; 094 ; 2019-062T07:49:51.643Z ; 1.000
-0.736 ; 13.720 ; 251 ; 2019-223T16:50:22.190Z ; 1.000
-0.736 ; 14.226 ; 320 ; 2019-294T14:40:04.970Z ; 1.000
-0.736 ; 14.770 ; 079 ; 2019-047T01:20:54.963Z ; 1.000
-0.735 ; 12.381 ; 312 ; 2019-286T07:30:51.351Z ; 1.000
-0.734 ;  9.738 ; 304 ; 2019-277T23:32:25.686Z ; 1.000
-0.734 ; 11.173 ; 233 ; 2019-205T02:25:43.291Z ; 1.000
-0.734 ; 11.422 ; 143 ; 2019-112T15:50:01.146Z ; 1.000
-0.733 ; 10.247 ; 357 ; 2019-332T10:54:29.674Z ; 1.000
-0.733 ; 13.063 ; 369 ; 2019-344T21:41:27.439Z ; 0.915
-0.732 ; 10.239 ; 307 ; 2019-281T02:01:36.473Z ; 1.000
-0.732 ; 10.981 ; 395 ; 2020-006T12:38:27.309Z ; 1.000
-0.732 ; 12.059 ; 168 ; 2019-138T08:49:34.647Z ; 1.000
-0.732 ; 12.987 ; 288 ; 2019-261T16:22:00.168Z ; 1.000
-0.732 ; 13.272 ; 358 ; 2019-333T14:40:23.809Z ; 1.000
-0.732 ; 13.296 ; 388 ; 2019-364T10:25:07.343Z ; 1.000
-0.731 ; 11.663 ; 298 ; 2019-271T21:34:34.014Z ; 1.000
-0.731 ; 14.341 ; 106 ; 2019-074T18:37:23.593Z ; 1.000
-0.731 ; 14.679 ; 206 ; 2019-177T12:21:31.422Z ; 1.000
-0.730 ;  9.219 ; 032 ; 2018-363T12:37:25.605Z ; 0.995
-0.730 ; 10.293 ; 072 ; 2019-039T16:08:45.855Z ; 1.000
-0.730 ; 10.896 ; 368 ; 2019-343T18:48:25.984Z ; 1.000
-0.730 ; 12.017 ; 186 ; 2019-156T20:32:49.004Z ; 1.000
-0.730 ; 12.926 ; 076 ; 2019-043T21:28:56.481Z ; 0.758
-0.729 ; 10.214 ; 194 ; 2019-164T23:55:28.673Z ; 1.000
-0.729 ; 10.911 ; 396 ; 2020-007T13:13:31.315Z ; 0.986
-0.729 ; 11.242 ; 348 ; 2019-323T06:00:48.158Z ; 1.000
-0.729 ; 13.972 ; 363 ; 2019-338T18:40:47.237Z ; 1.000
-0.728 ; 11.365 ; 229 ; 2019-201T00:00:21.406Z ; 1.000
-0.728 ; 12.478 ; 244 ; 2019-216T10:58:32.859Z ; 0.898
-0.728 ; 13.761 ; 210 ; 2019-181T14:01:55.264Z ; 1.000
-0.728 ; 15.056 ; 323 ; 2019-297T17:29:38.492Z ; 1.000
-0.727 ; 12.452 ; 175 ; 2019-145T13:48:16.620Z ; 1.000
-0.726 ; 11.250 ; 364 ; 2019-339T16:32:27.882Z ; 1.000
-0.726 ; 11.468 ; 344 ; 2019-319T03:36:52.383Z ; 1.000
-0.726 ; 14.366 ; 291 ; 2019-264T19:45:14.294Z ; 1.000
-0.725 ;  9.194 ; 367 ; 2019-342T16:24:03.602Z ; 1.000
-0.725 ;  9.281 ; 049 ; 2019-015T23:56:27.030Z ; 1.000
-0.725 ; 12.717 ; 368 ; 2019-343T20:40:38.820Z ; 1.000
-0.724 ; 10.037 ; 208 ; 2019-179T08:53:54.707Z ; 1.000
-0.724 ; 11.144 ; 213 ; 2019-184T13:18:20.929Z ; 1.000
-0.723 ; 11.826 ; 150 ; 2019-119T20:49:25.840Z ; 1.000
-0.723 ; 12.639 ; 020 ; 2018-351T08:10:06.518Z ; 1.000
-0.723 ; 13.414 ; 369 ; 2019-344T22:03:03.510Z ; 0.915
-0.723 ; 14.606 ; 319 ; 2019-293T14:24:06.418Z ; 1.000
-0.722 ; 14.369 ; 204 ; 2019-175T10:43:56.179Z ; 1.000
-0.721 ;  9.505 ; 251 ; 2019-223T12:30:34.695Z ; 1.000
-0.721 ; 11.949 ; 174 ; 2019-144T12:38:02.370Z ; 1.000
-0.721 ; 12.356 ; 225 ; 2019-196T22:24:19.753Z ; 1.000
-0.720 ; 10.049 ; 261 ; 2019-233T19:37:32.136Z ; 0.999
-0.720 ; 11.434 ; 192 ; 2019-162T23:52:11.034Z ; 1.000
-0.720 ; 12.723 ; 148 ; 2019-117T20:26:15.415Z ; 1.000
-0.719 ; 11.846 ; 328 ; 2019-302T17:28:58.995Z ; 1.000
-0.719 ; 12.449 ; 185 ; 2019-155T20:20:14.239Z ; 1.000
-0.719 ; 13.028 ; 366 ; 2019-341T19:40:55.839Z ; 0.993
-0.719 ; 14.924 ; 033 ; 2018-364T19:08:56.094Z ; 1.000
-0.719 ; 15.774 ; 245 ; 2019-217T15:01:01.773Z ; 0.942
-0.718 ; 10.729 ; 345 ; 2019-320T03:30:49.019Z ; 0.954
-0.718 ; 11.339 ; 338 ; 2019-312T23:32:13.280Z ; 1.000
-0.718 ; 12.728 ; 249 ; 2019-221T14:30:34.038Z ; 1.000
-0.717 ; 10.875 ; 355 ; 2019-330T10:14:18.722Z ; 1.000
-0.717 ; 11.573 ; 360 ; 2019-335T14:14:35.992Z ; 1.000
-0.717 ; 14.981 ; 162 ; 2019-132T07:54:21.857Z ; 1.000
-0.716 ;  8.431 ; 038 ; 2019-004T15:47:25.326Z ; 1.000
-0.715 ; 10.350 ; 379 ; 2019-355T01:28:36.274Z ; 1.000
-0.715 ; 13.090 ; 330 ; 2019-304T20:04:34.299Z ; 1.000
-0.714 ;  9.052 ; 176 ; 2019-146T10:57:52.892Z ; 1.000
-0.714 ; 12.625 ; 233 ; 2019-205T03:55:09.950Z ; 1.000
-0.714 ; 13.734 ; 399 ; 2020-010T18:05:50.999Z ; 1.000
-0.713 ; 10.487 ; 242 ; 2019-214T07:37:11.427Z ; 1.000
-0.713 ; 10.605 ; 191 ; 2019-161T22:21:53.904Z ; 1.000
-0.713 ; 12.412 ; 300 ; 2019-273T23:39:32.127Z ; 0.969
-0.713 ; 13.958 ; 219 ; 2019-190T20:07:24.484Z ; 1.000
-0.713 ; 15.715 ; 345 ; 2019-320T08:38:08.931Z ; 0.954
-0.712 ; 11.416 ; 220 ; 2019-191T18:10:00.575Z ; 1.000
-0.712 ; 11.485 ; 311 ; 2019-285T05:56:09.992Z ; 1.000
-0.712 ; 12.540 ; 294 ; 2019-267T19:50:54.310Z ; 1.000
-0.712 ; 15.843 ; 168 ; 2019-138T12:42:46.395Z ; 1.000
-0.711 ; 11.719 ; 312 ; 2019-286T06:50:02.011Z ; 1.000
-0.711 ; 14.210 ; 203 ; 2019-174T09:54:53.025Z ; 1.000
-0.710 ;  9.275 ; 353 ; 2019-328T07:16:47.274Z ; 1.000
-0.710 ; 11.306 ; 393 ; 2020-004T11:39:37.709Z ; 1.000
-0.710 ; 12.248 ; 263 ; 2019-235T23:11:47.970Z ; 1.000
-0.710 ; 14.928 ; 020 ; 2018-351T10:31:13.916Z ; 1.000
-0.709 ; 11.276 ; 391 ; 2020-002T10:18:52.917Z ; 1.000
-0.708 ; 10.420 ; 171 ; 2019-141T09:06:10.130Z ; 0.996
-0.708 ; 10.737 ; 180 ; 2019-150T15:18:34.965Z ; 1.000
-0.707 ; 11.654 ; 387 ; 2019-363T08:04:28.150Z ; 1.000
-0.707 ; 13.184 ; 015 ; 2018-346T05:24:05.231Z ; 1.000
-0.706 ;  9.322 ; 294 ; 2019-267T16:32:34.929Z ; 1.000
-0.706 ; 10.828 ; 046 ; 2019-012T23:32:50.854Z ; 1.000
-0.706 ; 14.304 ; 369 ; 2019-344T22:57:55.038Z ; 0.915
-0.705 ; 10.279 ; 249 ; 2019-221T11:59:35.375Z ; 1.000
-0.705 ; 10.299 ; 363 ; 2019-338T14:54:20.975Z ; 1.000
-0.705 ; 11.811 ; 297 ; 2019-270T21:04:12.907Z ; 1.000
-0.705 ; 12.263 ; 382 ; 2019-358T05:24:50.535Z ; 1.000
-0.705 ; 12.560 ; 299 ; 2019-272T23:09:14.812Z ; 1.000
-0.705 ; 13.199 ; 055 ; 2019-022T07:55:45.778Z ; 1.000
-0.705 ; 15.962 ; 042 ; 2019-009T02:10:38.479Z ; 1.000
-0.704 ; 12.272 ; 176 ; 2019-146T14:16:21.826Z ; 1.000
-0.703 ; 11.830 ; 264 ; 2019-236T23:25:25.206Z ; 1.000
-0.703 ; 12.348 ; 212 ; 2019-183T13:53:20.211Z ; 1.000
-0.702 ;  9.382 ; 239 ; 2019-211T04:31:06.737Z ; 1.000
-0.702 ; 10.713 ; 393 ; 2020-004T11:03:02.858Z ; 1.000
-0.702 ; 11.188 ; 309 ; 2019-283T04:18:57.553Z ; 1.000
-0.702 ; 11.244 ; 101 ; 2019-069T12:09:55.766Z ; 1.000
-0.702 ; 14.566 ; 097 ; 2019-065T12:57:17.927Z ; 1.000
-0.701 ; 10.041 ; 371 ; 2019-346T19:54:01.784Z ; 0.979
-0.701 ; 10.505 ; 246 ; 2019-218T10:15:33.850Z ; 0.950
-0.701 ; 10.984 ; 178 ; 2019-148T14:15:23.793Z ; 1.000
-0.701 ; 11.249 ; 046 ; 2019-012T23:58:48.818Z ; 1.000
-0.701 ; 11.303 ; 162 ; 2019-132T04:07:43.622Z ; 1.000
-0.701 ; 11.779 ; 323 ; 2019-297T14:07:37.596Z ; 1.000
-0.701 ; 12.700 ; 316 ; 2019-290T10:28:17.099Z ; 1.000
-0.700 ;  9.320 ; 323 ; 2019-297T11:36:01.942Z ; 1.000
-0.700 ; 10.915 ; 329 ; 2019-303T17:11:00.872Z ; 1.000
-0.700 ; 13.981 ; 159 ; 2019-129T04:55:08.212Z ; 1.000
-0.699 ;  9.951 ; 350 ; 2019-325T06:00:03.928Z ; 1.000
-0.699 ; 10.857 ; 163 ; 2019-133T04:19:24.700Z ; 1.000
-0.697 ;  9.276 ; 396 ; 2020-007T11:32:46.565Z ; 0.986
-0.697 ; 11.438 ; 393 ; 2020-004T11:47:44.998Z ; 1.000
-0.697 ; 13.751 ; 341 ; 2019-316T03:59:14.554Z ; 1.000
-0.697 ; 14.036 ; 222 ; 2019-193T22:10:02.602Z ; 1.000
-0.696 ; 10.941 ; 203 ; 2019-174T06:33:23.283Z ; 1.000
-0.696 ; 11.547 ; 331 ; 2019-305T19:08:51.957Z ; 1.000
-0.696 ; 16.154 ; 389 ; 2019-365T14:00:46.379Z ; 0.998
-0.695 ;  8.851 ; 363 ; 2019-338T13:25:09.107Z ; 1.000
-0.695 ;  9.799 ; 212 ; 2019-183T11:16:14.358Z ; 1.000
-0.695 ; 11.415 ; 180 ; 2019-150T16:00:24.908Z ; 1.000
-0.695 ; 11.535 ; 258 ; 2019-230T19:11:05.308Z ; 1.000
-0.695 ; 12.355 ; 068 ; 2019-035T15:37:52.683Z ; 1.000
-0.695 ; 12.794 ; 051 ; 2019-018T04:52:21.109Z ; 1.000
-0.695 ; 13.466 ; 038 ; 2019-004T20:57:49.940Z ; 1.000
-0.694 ; 10.309 ; 018 ; 2018-349T04:26:38.933Z ; 1.000
-0.694 ; 10.315 ; 053 ; 2019-020T03:38:43.598Z ; 1.000
-0.694 ; 11.708 ; 324 ; 2019-298T14:42:39.766Z ; 1.000
-0.694 ; 11.861 ; 340 ; 2019-315T01:23:19.816Z ; 1.000
-0.693 ; 10.661 ; 240 ; 2019-212T06:29:14.783Z ; 1.000
-0.692 ; 11.257 ; 128 ; 2019-097T05:51:19.010Z ; 1.000
-0.691 ;  9.631 ; 304 ; 2019-277T23:25:50.598Z ; 1.000
-0.691 ; 10.082 ; 230 ; 2019-201T23:20:34.397Z ; 1.000
-0.691 ; 12.287 ; 256 ; 2019-228T18:38:47.022Z ; 1.000
-0.691 ; 12.812 ; 398 ; 2020-009T16:29:35.181Z ; 0.920
-0.690 ; 12.368 ; 394 ; 2020-005T13:24:31.852Z ; 1.000
-0.690 ; 12.676 ; 373 ; 2019-348T23:55:22.893Z ; 1.000
-0.689 ; 11.308 ; 255 ; 2019-227T16:59:04.660Z ; 1.000
-0.689 ; 11.317 ; 213 ; 2019-184T13:29:00.814Z ; 1.000
-0.689 ; 11.845 ; 358 ; 2019-333T13:12:26.839Z ; 1.000
-0.689 ; 11.934 ; 362 ; 2019-337T15:55:42.483Z ; 1.000
-0.689 ; 13.052 ; 156 ; 2019-126T02:00:16.001Z ; 1.000
-0.689 ; 14.092 ; 285 ; 2019-258T15:31:54.786Z ; 1.000
-0.688 ;  9.947 ; 375 ; 2019-350T22:26:02.806Z ; 1.000
-0.688 ; 10.758 ; 301 ; 2019-274T22:37:03.407Z ; 1.000
-0.688 ; 13.828 ; 330 ; 2019-304T20:50:04.432Z ; 1.000
-0.688 ; 14.636 ; 014 ; 2018-345T06:22:02.340Z ; 0.790
-0.687 ; 11.469 ; 352 ; 2019-327T08:52:33.532Z ; 1.000
-0.687 ; 14.794 ; 311 ; 2019-285T09:20:09.064Z ; 1.000
-0.686 ; 11.298 ; 301 ; 2019-274T23:10:18.849Z ; 1.000
-0.686 ; 13.373 ; 350 ; 2019-325T09:31:01.098Z ; 1.000
-0.686 ; 15.848 ; 285 ; 2019-258T17:20:09.021Z ; 1.000
-0.685 ; 11.934 ; 295 ; 2019-268T19:52:58.558Z ; 1.000
-0.685 ; 12.841 ; 156 ; 2019-126T01:47:16.020Z ; 1.000
-0.685 ; 13.132 ; 363 ; 2019-338T17:49:00.709Z ; 1.000
-0.685 ; 15.183 ; 366 ; 2019-341T21:53:46.147Z ; 0.993
-0.683 ;  9.623 ; 148 ; 2019-117T17:15:10.170Z ; 1.000
-0.683 ; 10.071 ; 025 ; 2018-356T08:51:11.827Z ; 1.000
-0.683 ; 12.171 ; 026 ; 2018-357T11:40:29.517Z ; 1.000
-0.683 ; 12.642 ; 379 ; 2019-355T03:49:53.458Z ; 1.000
-0.683 ; 12.812 ; 381 ; 2019-357T05:19:14.127Z ; 1.000
-0.682 ; 11.736 ; 379 ; 2019-355T02:54:04.543Z ; 1.000
-0.682 ; 12.411 ; 374 ; 2019-350T00:18:27.993Z ; 1.000
-0.681 ;  9.616 ; 170 ; 2019-140T07:37:25.508Z ; 1.000
-0.680 ; 10.326 ; 140 ; 2019-109T12:44:46.757Z ; 1.000
-0.680 ; 13.054 ; 063 ; 2019-030T13:03:20.684Z ; 1.000
-0.679 ; 10.363 ; 366 ; 2019-341T16:56:40.084Z ; 0.993
-0.679 ; 11.221 ; 207 ; 2019-178T09:27:36.913Z ; 1.000
-0.679 ; 12.811 ; 129 ; 2019-098T08:06:22.422Z ; 1.000
-0.679 ; 13.641 ; 176 ; 2019-146T15:40:43.926Z ; 1.000
-0.678 ;  9.924 ; 047 ; 2019-013T23:16:45.948Z ; 1.000
-0.678 ; 10.550 ; 207 ; 2019-178T08:46:14.972Z ; 1.000
-0.678 ; 10.740 ; 243 ; 2019-215T08:32:03.577Z ; 1.000
-0.678 ; 11.256 ; 340 ; 2019-315T00:45:59.172Z ; 1.000
-0.678 ; 11.310 ; 398 ; 2020-009T14:57:01.630Z ; 0.920
-0.678 ; 14.572 ; 103 ; 2019-071T16:53:40.211Z ; 1.000
-0.677 ;  9.785 ; 193 ; 2019-163T22:49:48.753Z ; 1.000
-0.677 ; 10.802 ; 223 ; 2019-194T19:29:56.540Z ; 1.000
-0.677 ; 12.406 ; 045 ; 2019-012T00:30:27.400Z ; 1.000
-0.677 ; 12.738 ; 325 ; 2019-299T16:25:36.759Z ; 0.719
-0.677 ; 14.390 ; 291 ; 2019-264T19:46:42.492Z ; 1.000
-0.676 ; 10.320 ; 185 ; 2019-155T18:09:00.150Z ; 1.000
-0.676 ; 10.899 ; 376 ; 2019-352T00:04:08.823Z ; 1.000
-0.675 ; 11.968 ; 394 ; 2020-005T12:59:50.685Z ; 1.000
-0.675 ; 14.571 ; 264 ; 2019-237T02:14:23.432Z ; 1.000
-0.674 ; 10.011 ; 338 ; 2019-312T22:10:21.710Z ; 1.000
-0.674 ; 10.758 ; 259 ; 2019-231T19:02:32.357Z ; 1.000
-0.674 ; 12.303 ; 309 ; 2019-283T05:27:42.239Z ; 1.000
-0.674 ; 13.709 ; 369 ; 2019-344T22:21:16.586Z ; 0.915
-0.673 ; 10.041 ; 142 ; 2019-111T13:45:39.831Z ; 1.000
-0.673 ; 14.585 ; 167 ; 2019-137T10:46:02.955Z ; 1.000
-0.672 ; 13.799 ; 261 ; 2019-233T23:28:44.282Z ; 0.999
-0.672 ; 13.970 ; 130 ; 2019-099T09:57:02.209Z ; 1.000
-0.670 ;  8.865 ; 213 ; 2019-184T10:57:54.446Z ; 1.000
-0.670 ; 12.803 ; 056 ; 2019-023T08:10:56.521Z ; 1.000
-0.669 ; 10.350 ; 374 ; 2019-349T22:11:24.588Z ; 1.000
-0.669 ; 11.481 ; 045 ; 2019-011T23:33:26.468Z ; 1.000
-0.669 ; 11.511 ; 376 ; 2019-352T00:41:50.463Z ; 1.000
-0.669 ; 12.186 ; 352 ; 2019-327T09:36:46.765Z ; 1.000
-0.669 ; 12.290 ; 127 ; 2019-096T06:15:45.977Z ; 1.000
-0.669 ; 13.858 ; 332 ; 2019-306T22:10:49.677Z ; 1.000
-0.669 ; 14.685 ; 034 ; 2018-365T19:33:58.417Z ; 1.000
-0.668 ; 12.469 ; 307 ; 2019-281T04:19:06.551Z ; 1.000
-0.668 ; 15.445 ; 363 ; 2019-338T20:11:34.825Z ; 1.000
-0.667 ;  9.196 ; 157 ; 2019-126T22:41:47.044Z ; 1.000
-0.667 ; 10.954 ; 038 ; 2019-004T18:22:58.118Z ; 1.000
-0.667 ; 12.523 ; 096 ; 2019-064T10:12:00.954Z ; 1.000
-0.666 ;  9.496 ; 267 ; 2019-239T22:59:38.132Z ; 1.000
-0.664 ; 10.626 ; 289 ; 2019-262T14:35:54.064Z ; 1.000
-0.664 ; 14.053 ; 129 ; 2019-098T09:22:52.831Z ; 1.000
-0.663 ; 10.244 ; 376 ; 2019-351T23:23:47.087Z ; 1.000
-0.663 ; 11.458 ; 183 ; 2019-153T18:00:41.628Z ; 1.000
-0.663 ; 15.112 ; 343 ; 2019-318T06:42:04.034Z ; 1.000
-0.662 ;  9.951 ; 170 ; 2019-140T07:58:02.279Z ; 1.000
-0.662 ; 11.159 ; 332 ; 2019-306T19:24:23.948Z ; 1.000
-0.662 ; 11.963 ; 208 ; 2019-179T10:52:36.217Z ; 1.000
-0.662 ; 14.155 ; 014 ; 2018-345T05:52:21.368Z ; 0.790
-0.661 ; 10.547 ; 107 ; 2019-075T15:22:49.784Z ; 1.000
-0.661 ; 10.959 ; 215 ; 2019-186T14:25:31.379Z ; 1.000
-0.661 ; 12.163 ; 191 ; 2019-161T23:57:56.063Z ; 1.000
-0.661 ; 12.781 ; 339 ; 2019-314T01:40:33.214Z ; 1.000
-0.661 ; 15.138 ; 199 ; 2019-170T08:15:07.844Z ; 1.000
-0.660 ; 10.276 ; 364 ; 2019-339T15:32:23.272Z ; 1.000
-0.660 ; 10.667 ; 293 ; 2019-266T17:16:01.501Z ; 0.871
-0.660 ; 12.960 ; 151 ; 2019-120T22:38:31.612Z ; 1.000
-0.660 ; 13.789 ; 195 ; 2019-166T04:15:02.411Z ; 1.000
-0.660 ; 15.391 ; 325 ; 2019-299T19:09:09.020Z ; 0.719
-0.659 ; 10.190 ; 392 ; 2020-003T09:51:23.134Z ; 1.000
-0.659 ; 10.799 ; 396 ; 2020-007T13:06:38.025Z ; 0.986
-0.659 ; 11.334 ; 017 ; 2018-348T04:49:52.176Z ; 1.000
-0.659 ; 11.879 ; 391 ; 2020-002T10:56:02.766Z ; 1.000
-0.659 ; 12.123 ; 307 ; 2019-281T03:57:44.484Z ; 1.000
-0.659 ; 12.779 ; 319 ; 2019-293T12:31:28.983Z ; 1.000
-0.659 ; 13.256 ; 323 ; 2019-297T15:38:38.453Z ; 1.000
-0.659 ; 13.754 ; 119 ; 2019-088T02:31:55.605Z ; 1.000
-0.659 ; 14.756 ; 355 ; 2019-330T14:13:32.881Z ; 1.000
-0.658 ; 10.894 ; 170 ; 2019-140T08:56:08.492Z ; 1.000
-0.658 ; 12.294 ; 020 ; 2018-351T07:48:49.047Z ; 1.000
-0.658 ; 12.615 ; 352 ; 2019-327T10:03:11.625Z ; 1.000
-0.657 ; 10.998 ; 320 ; 2019-294T11:21:06.381Z ; 1.000
-0.657 ; 12.396 ; 033 ; 2018-364T16:33:03.265Z ; 1.000
-0.657 ; 14.424 ; 014 ; 2018-345T06:08:56.853Z ; 0.790
-0.657 ; 16.025 ; 218 ; 2019-189T21:35:31.797Z ; 1.000
-0.656 ;  9.939 ; 268 ; 2019-241T00:06:18.951Z ; 1.000
-0.656 ; 11.598 ; 389 ; 2019-365T09:19:53.134Z ; 0.998
-0.656 ; 13.109 ; 319 ; 2019-293T12:51:47.652Z ; 1.000
-0.656 ; 13.126 ; 364 ; 2019-339T18:28:06.513Z ; 1.000
-0.655 ; 10.455 ; 395 ; 2020-006T12:06:02.456Z ; 1.000
-0.655 ; 11.223 ; 290 ; 2019-263T15:52:03.535Z ; 1.000
-0.655 ; 12.922 ; 062 ; 2019-029T12:15:40.462Z ; 1.000
-0.654 ; 12.809 ; 295 ; 2019-268T20:46:54.571Z ; 1.000
-0.654 ; 12.854 ; 338 ; 2019-313T01:05:36.036Z ; 1.000
-0.654 ; 15.508 ; 028 ; 2018-359T16:25:54.486Z ; 1.000
-0.653 ;  9.786 ; 356 ; 2019-331T09:46:37.730Z ; 1.000
-0.653 ; 10.024 ; 310 ; 2019-284T03:46:38.886Z ; 0.943
-0.653 ; 11.426 ; 256 ; 2019-228T17:45:38.309Z ; 1.000
-0.653 ; 11.919 ; 142 ; 2019-111T15:41:24.676Z ; 1.000
-0.653 ; 12.982 ; 070 ; 2019-037T17:35:31.769Z ; 1.000
-0.652 ; 10.214 ; 182 ; 2019-152T16:04:48.384Z ; 1.000
-0.652 ; 10.926 ; 213 ; 2019-184T13:04:56.949Z ; 1.000
-0.652 ; 10.996 ; 178 ; 2019-148T14:16:08.592Z ; 1.000
-0.652 ; 11.425 ; 219 ; 2019-190T17:31:15.226Z ; 1.000
-0.652 ; 11.713 ; 354 ; 2019-329T10:26:30.648Z ; 1.000
-0.652 ; 13.702 ; 223 ; 2019-194T22:28:41.662Z ; 1.000
-0.652 ; 14.166 ; 023 ; 2018-354T11:43:57.306Z ; 1.000
-0.651 ;  9.932 ; 046 ; 2019-012T22:37:37.931Z ; 1.000
-0.651 ; 11.089 ; 194 ; 2019-165T00:49:21.989Z ; 1.000
-0.651 ; 13.271 ; 196 ; 2019-167T04:22:21.869Z ; 1.000
-0.651 ; 14.404 ; 395 ; 2020-006T16:09:27.830Z ; 1.000
-0.650 ; 11.187 ; 323 ; 2019-297T13:31:04.957Z ; 1.000
-0.650 ; 11.323 ; 335 ; 2019-309T21:32:54.432Z ; 1.000
-0.650 ; 13.026 ; 076 ; 2019-043T21:35:05.476Z ; 0.758
-0.650 ; 14.295 ; 023 ; 2018-354T11:51:54.296Z ; 1.000
-0.649 ;  9.973 ; 198 ; 2019-169T02:17:29.768Z ; 1.000
-0.649 ; 10.481 ; 341 ; 2019-316T00:37:42.660Z ; 1.000
-0.649 ; 10.864 ; 259 ; 2019-231T19:09:03.846Z ; 1.000
-0.649 ; 11.851 ; 325 ; 2019-299T15:30:56.542Z ; 0.719
-0.649 ; 12.062 ; 334 ; 2019-308T21:38:58.997Z ; 1.000
-0.649 ; 12.242 ; 221 ; 2019-192T19:40:12.633Z ; 1.000
-0.649 ; 12.593 ; 398 ; 2020-009T16:16:04.201Z ; 0.920
-0.649 ; 13.280 ; 227 ; 2019-199T00:39:49.926Z ; 1.000
-0.649 ; 13.491 ; 256 ; 2019-228T19:52:56.212Z ; 1.000
-0.648 ; 10.879 ; 249 ; 2019-221T12:36:36.814Z ; 1.000
-0.648 ; 12.770 ; 376 ; 2019-352T01:59:27.840Z ; 1.000
-0.647 ;  8.995 ; 153 ; 2019-122T19:52:34.123Z ; 1.000
-0.647 ; 12.438 ; 131 ; 2019-100T09:01:51.554Z ; 1.000
-0.646 ; 12.626 ; 329 ; 2019-303T18:56:30.489Z ; 1.000
-0.646 ; 12.720 ; 329 ; 2019-303T19:02:17.279Z ; 1.000
-0.646 ; 14.820 ; 211 ; 2019-182T15:46:27.908Z ; 1.000
-0.645 ; 10.872 ; 376 ; 2019-352T00:02:29.225Z ; 1.000
-0.645 ; 11.919 ; 118 ; 2019-086T23:59:33.711Z ; 1.000
-0.645 ; 13.002 ; 301 ; 2019-275T00:55:20.081Z ; 1.000
-0.645 ; 13.199 ; 182 ; 2019-152T19:08:48.109Z ; 1.000
