14.4037, 18.6111
14.4037, 18.5
14.4037, 18.3889
14.4037, 18.2778
14.4037, 18.1667
14.4037, 18.0556
14.4037, 17.9444
14.4037, 17.8333
14.4037, 17.7222
14.4037, 17.6111
14.4038, 17.5
14.4038, 17.3889
14.4038, 17.2778
14.4038, 17.1667
14.4038, 17.0556
14.4038, 16.9444
14.4038, 16.8333
14.4038, 16.7222
14.4038, 16.6111
14.4038, 16.5
14.4038, 16.3889
14.4038, 16.2778
14.4038, 16.1667
14.4038, 16.0556
14.4038, 15.9444
14.4038, 15.8333
14.4038, 15.7222
14.4038, 15.6111
14.4038, 15.5
14.4038, 15.3889
14.4038, 15.2778
14.4038, 15.1667
14.4038, 15.0556
14.4038, 14.9444
14.4038, 14.8333
14.4038, 14.7222
14.4038, 14.6111
14.4038, 14.5
14.4038, 14.3889
14.4038, 14.2778
14.4038, 14.1667
14.4038, 14.0556
14.4038, 13.9444
14.4038, 13.8333
14.4038, 13.7222
14.4038, 13.6111
14.4038, 13.5
14.4038, 13.3889
14.4038, 13.2778
14.4038, 13.1667
14.4038, 13.0556
14.4038, 12.9444
14.4038, 12.8333
14.4038, 12.7222
14.4038, 12.6111
14.4038, 12.5
14.4038, 12.3889
14.4038, 12.2778
14.4038, 12.1667
14.4038, 12.0556
14.4039, 11.9444
14.4039, 11.8333
14.4039, 11.7222
14.4039, 11.6111
14.4039, 11.5
14.4039, 11.3889
14.4039, 11.2778
14.4039, 11.1667
14.4039, 11.0556
14.4039, 10.9444
14.4039, 10.8333
14.4039, 10.7222
14.4039, 10.6111
14.4039, 10.5
14.4039, 10.3889
14.4039, 10.2778
14.4039, 10.1667
14.4039, 10.0556
14.4039, 9.9444
14.4039, 9.8333
14.4039, 9.7222
14.4039, 9.6111
14.4039, 9.5
14.4039, 9.3889
14.4039, 9.2778
14.4039, 9.1667
14.4039, 9.0556
14.4039, 8.9444
14.4039, 8.8333
14.4039, 8.7222
14.4039, 8.6111
14.4039, 8.5
14.4039, 8.3889
14.4039, 8.2778
14.404, 8.1667
14.404, 8.0556
14.404, 7.9444
14.404, 7.8333
14.404, 7.7222
14.404, 7.6111
14.404, 7.5
14.404, 7.3889
14.404, 7.2778
14.404, 7.1667
14.404, 7.0556
14.404, 6.9444
14.404, 7.0556
14.404, 7.1667
14.404, 7.2778
14.404, 7.3889
14.404, 7.5
14.404, 7.6111
14.404, 7.7222
14.404, 7.7222
14.404, 7.7222
14.404, 7.8333
14.404, 7.9444
14.404, 8.0556
14.404, 8.1667
14.404, 8.2778
14.404, 8.3889
14.4041, 8.5
14.4041, 8.6111
14.4041, 8.7222
14.4041, 8.8333
