14.3902, 2.1667
14.3902, 2.2778
14.3904, 2.3889
14.3904, 2.5
14.3904, 2.6111
14.3905, 2.7222
14.3905, 2.8333
14.3905, 2.9444
14.3905, 3.0556
14.3905, 3.1667
14.3906, 3.2778
14.3906, 3.3889
14.3906, 3.5
14.3906, 3.6111
14.3906, 3.7222
14.3907, 3.8333
14.3907, 3.9444
14.3907, 4.0556
14.3908, 4.0556
14.3908, 4.0556
14.3908, 4.0556
14.3909, 4.0556
14.3909, 4.0556
14.391, 4.0556
14.391, 4.0556
14.391, 4.0556
14.3911, 4.0556
14.3911, 4.0556
14.3911, 4.0556
14.3912, 4.0556
14.3912, 4.0556
14.3913, 4.0556
14.3913, 4.0556
14.3913, 4.0556
14.3914, 4.0556
14.3914, 4.0556
14.3914, 4.0556
14.3915, 4.0556
14.3915, 4.0556
14.3916, 4.0556
14.3916, 4.0556
14.3916, 4.0556
14.3917, 4.0556
14.3917, 4.0556
14.3918, 4.0556
14.3918, 4.0556
14.3918, 4.0556
14.3919, 4.0556
14.3919, 4.0556
14.3919, 4.0556
14.392, 4.0556
14.392, 4.0556
14.3921, 4.0556
14.3921, 4.0556
14.3921, 3.9444
14.3921, 3.9444
14.3921, 3.9444
14.3921, 3.8333
14.3923, 3.8333
14.3923, 3.7222
14.3924, 3.7222
14.3924, 3.6111
14.3924, 3.5
14.3925, 3.5
14.3925, 3.3889
14.3926, 3.2778
14.3926, 3.1667
14.3926, 3.0556
14.3927, 2.9444
14.3927, 2.8333
14.3927, 2.7222
14.3928, 2.6111
14.3928, 2.5
14.3929, 2.3889
14.3929, 2.3889
14.3929, 2.2778
14.393, 2.1667
14.393, 2.0556
14.393, 1.9444
14.3931, 1.8333
14.3931, 1.7222
14.3932, 1.7222
14.3932, 1.7222
14.3932, 1.6111
14.3931, 1.6111
14.3932, 1.7222
14.3932, 1.8333
14.3932, 1.9444
14.3932, 2.0556
14.3932, 2.1667
14.3932, 2.2778
14.3933, 2.3889
14.3933, 2.5
14.3933, 2.6111
14.3933, 2.7222
14.3933, 2.8333
14.3933, 2.9444
14.3933, 3.0556
14.3934, 3.1667
14.3934, 3.2778
14.3934, 3.3889
14.3934, 3.5
14.3934, 3.6111
14.3934, 3.7222
14.3934, 3.8333
14.3934, 3.9444
14.3935, 3.8333
14.3935, 3.7222
14.3934, 3.7222
14.3935, 3.6111
14.3934, 3.6111
14.3935, 3.5
14.3935, 3.3889
14.3935, 3.2778
14.3935, 3.1667
14.3935, 3.0556
14.3935, 2.9444
14.3935, 2.8333
