# sol, t0, t0_unc, DeltaP, DeltaP_unc, Gamma, Gamma_unc, datafile
0 ,  323, 11.568, 1.66434e-05, 6.00773, 0.0952325, 7.55959, 0.170481, ps_calib_0323_01.csv
1 ,  323, 14.0402, 0.00193639, 0.353961, 0.00771688, 887.988, 37.8702, ps_calib_0323_01.csv
2 ,  323, 15.053, 0.000195172, 0.595933, 0.0180137, 46.484, 2.06255, ps_calib_0323_01.csv
3 ,  323, 11.7788, 0.000452665, 0.513146, 0.411234, 4.08023, 4.64331, ps_calib_0323_01.csv
4 ,  323, 9.31968, 4.3294e-05, 0.790868, 0.101636, 2.03463, 0.369346, ps_calib_0323_01.csv
5 ,  323, 13.2566, 0.000551473, 0.441362, 0.0175622, 99.7111, 6.08752, ps_calib_0323_01.csv
6 ,  323, 11.1848, 0.000857984, 0.334652, 0.0127242, 162.027, 9.97212, ps_calib_0323_01.csv
7 ,  323, 12.3945, 0.000165168, 0.500756, 0.054501, 10.9265, 1.69636, ps_calib_0323_01.csv
8 ,  323, 10.7801, 0.00052519, 0.32455, 0.0221827, 55.3162, 5.59006, ps_calib_0323_01.csv
9 ,  323, 10.7908, 0.000812953, 0.232655, 0.0220327, 61.7953, 8.69886, ps_calib_0323_01.csv
10 ,  323, 10.2019, 6.25354e-05, 0.648951, 0.140883, 1.39571, 0.430751, ps_calib_0323_01.csv
11 ,  323, 11.375, 0.00211313, 0.265777, 0.221765, 18.2339, 21.8293, ps_calib_0323_01.csv
12 ,  323, 12.983, 0.00205845, 0.191217, 0.0236512, 119.675, 23.1019, ps_calib_0323_01.csv
13 ,  323, 11.9011, 0.000112159, 0.431916, 0.0990457, 3.4687, 1.12413, ps_calib_0323_01.csv
14 ,  323, 12.7566, 0.000779531, 0.357662, 0.0263765, 76.0793, 8.43937, ps_calib_0323_01.csv
15 ,  323, 15.6817, 0.000119753, 0.495362, 0.0127995, 33.3684, 1.25218, ps_calib_0323_01.csv
16 ,  323, 11.7582, 0.002427, 0.237137, 0.169704, 24.4176, 25.1959, ps_calib_0323_01.csv
17 ,  323, 15.9644, 0.000656967, 0.169577, 0.00794056, 100.937, 7.25941, ps_calib_0323_01.csv
18 ,  323, 10.9511, 0.000220747, 0.338344, 0.0752965, 7.14182, 2.2604, ps_calib_0323_01.csv
19 ,  323, 13.5517, 0.0011641, 0.453107, 0.00786312, 482.105, 17.4086, ps_calib_0323_01.csv
20 ,  323, 12.839, 0.000411108, 0.21349, 0.0947494, 6.66943, 4.20809, ps_calib_0323_01.csv
21 ,  323, 9.99332, 0.000124581, 0.300131, 0.0960778, 1.65947, 0.776278, ps_calib_0323_01.csv
22 ,  323, 12.5912, 0.000539386, 0.278447, 0.0465301, 23.2399, 5.59435, ps_calib_0323_01.csv
23 ,  323, 11.6224, 0.000646393, 0.39529, 1.89411, 1.07061, 5.78884, ps_calib_0323_01.csv
24 ,  323, 14.4781, 0.00235792, 0.364442, 0.010043, 1000, 49.2077, ps_calib_0323_01.csv
25 ,  323, 10.6539, 0.000618947, 0.264353, 0.0245256, 48.0296, 6.54912, ps_calib_0323_01.csv
26 ,  323, 11.1732, 0.000659624, 0.375424, 0.0140151, 127.035, 7.44779, ps_calib_0323_01.csv
27 ,  323, 11.8674, 0.000563118, 0.293177, 0.0280072, 42.4387, 5.93137, ps_calib_0323_01.csv
28 ,  323, 11.0488, 0.000624334, 0.199081, 0.0516117, 17.3392, 6.44499, ps_calib_0323_01.csv
29 ,  323, 14.4019, 0.00275824, 0.223552, 0.00729299, 659.058, 46.6907, ps_calib_0323_01.csv
30 ,  323, 11.3613, 0.00511297, 0.13824, 0.178924, 28.4422, 53.252, ps_calib_0323_01.csv
31 ,  323, 10.8767, 0.000401577, 0.232244, 0.048493, 13.8473, 4.13398, ps_calib_0323_01.csv
32 ,  323, 12.545, 0.000835605, 0.190925, 0.0314163, 36.5612, 8.75994, ps_calib_0323_01.csv
33 ,  323, 13.6283, 0.00466575, 0.307756, 0.016781, 1000, 97.3703, ps_calib_0323_01.csv
34 ,  323, 13.5653, 0.0013198, 0.440458, 0.00794966, 532.58, 20.4712, ps_calib_0323_01.csv
35 ,  323, 10.4928, 0.000419851, 0.17738, 0.0356299, 15.0493, 4.32622, ps_calib_0323_01.csv
36 ,  323, 11.7433, 0.00410177, 0.166727, 0.13862, 35.5196, 42.9642, ps_calib_0323_01.csv
37 ,  323, 13.2406, 0.00120232, 0.289052, 0.0143053, 174.345, 14.1174, ps_calib_0323_01.csv
38 ,  323, 12.2655, 0.00316637, 0.146039, 0.0107676, 306.047, 41.3815, ps_calib_0323_01.csv
39 ,  323, 9.76705, 0.00263795, 0.12836, 0.00598616, 402.817, 37.1768, ps_calib_0323_01.csv
40 ,  323, 13.686, 0.000584442, 0.205395, 0.0666971, 12.9586, 6.01221, ps_calib_0323_01.csv
41 ,  323, 12.8134, 0.00118362, 0.212687, 0.0329732, 54.962, 12.5948, ps_calib_0323_01.csv
42 ,  323, 9.54609, 0.00420945, 0.161924, 0.00796451, 1000, 87.8488, ps_calib_0323_01.csv
